@relation questions

@attribute age_of_account numeric
@attribute badge_score numeric
@attribute posts_with_neg_score numeric
@attribute post_score numeric
@attribute accepted_answer_score numeric
@attribute comment_score numeric
@attribute num_of_URLs numeric
@attribute num_of_stackOverflow_URLs numeric
@attribute title_length numeric
@attribute body_length numeric
@attribute num_of_tags numeric
@attribute num_of_punctuation_marks numeric
@attribute num_of_short_words numeric
@attribute num_of_special_characters numeric
@attribute num_of_lower_case_characters numeric
@attribute num_of_upper_case_characters numeric
@attribute code_snippet_length numeric
@attribute class {closed,not_closed}

@data
1437580486116.999936,0.001315,0,1,0,0,0,0,35,469,3,18,14,112,294,4,177,closed
1437689216569.999872,0.032939,1,34,0,1,0,0,79,551,4,22,23,79,307,19,196,closed
1437654545824,0.262249,2,99,180,4,0,0,67,2101,4,40,95,189,1320,151,991,closed
1437713896632.999936,0.806729,7,549,120,1,0,0,71,856,3,22,35,101,438,114,489,closed
1437753941656.999936,0.009715,0,5,30,1,0,0,88,1131,3,13,77,40,865,26,0,closed
1437596587248,0,1,-6,0,0,0,0,78,237,1,3,23,10,177,4,0,closed
1437590306454.000128,0,1,-5,0,0,0,0,70,141,1,0,8,8,111,1,0,closed
1437610873664.999936,0.001874,0,3,0,1,0,0,45,417,2,10,25,63,286,10,64,closed
1437581171700,0.001932,1,-2,0,1,0,0,52,809,4,19,49,61,581,16,0,closed
1437590554304,0.001021,1,-5,0,0,0,0,47,116,2,2,7,10,85,2,0,closed
1437657327368.999936,0.022389,0,32,105,0,0,0,41,395,3,5,25,33,295,5,20,closed
1437592194052.999936,0.003525,0,8,0,0,0,0,41,752,4,11,51,78,525,18,93,closed
1437610337743.000064,0.04145,0,81,0,2,0,0,42,476,3,13,16,65,323,23,0,closed
1437594789812.999936,0.001932,0,0,15,0,0,0,45,540,5,12,21,74,357,11,194,closed
1437591780628,0.001932,1,-2,0,0,0,0,58,1840,3,122,21,344,1034,32,1603,closed
1437666180604.999936,0.287838,0,152,120,5,0,0,36,584,5,13,40,28,429,17,0,closed
1437610525200.999936,0.010359,1,0,0,0,1,0,55,3499,3,207,78,672,1991,40,2907,closed
1437582183628,0.011786,2,2,0,1,0,0,49,708,3,53,17,130,480,13,500,closed
1437593959764,0.001932,0,0,0,0,0,0,41,406,2,11,8,101,267,1,0,closed
1437607035804.999936,0.001764,1,2,0,0,0,0,44,788,2,20,51,45,589,16,0,closed
1437641078387.000064,0.020254,3,-4,0,1,0,0,81,192,2,3,7,18,143,1,0,closed
1437774926790.000128,0.916791,0,158,105,16,1,0,37,1962,2,125,68,310,1147,54,1254,closed
1437646881640.999936,20.260296,0,235,330,6,1,0,53,1815,5,47,69,230,1258,60,463,closed
1437606038060.999936,0.029899,0,4,15,0,0,0,50,239,3,8,15,26,170,1,0,closed
1437621506688,0.00403,5,-6,0,0,0,0,73,6742,3,246,158,915,3962,183,4229,closed
1437596940686.000128,0.172413,1,39,150,5,0,0,36,736,3,26,32,122,489,13,357,closed
1437593446808,0.001932,0,0,0,0,0,0,33,698,4,25,23,93,487,29,114,closed
1437589734856.999936,0.001874,0,1,0,0,0,0,59,282,4,6,19,18,202,14,0,closed
1437649079272.999936,0.004527,0,4,15,0,1,0,31,196,3,8,8,36,126,11,0,closed
1437596335563.000064,0.080424,0,25,105,3,1,0,61,1298,2,57,32,248,835,17,539,closed
1437607118296,0.342215,4,20,180,2,0,0,64,700,5,8,16,74,498,62,435,closed
1437640995244,0.022937,3,14,0,4,0,0,34,661,3,18,39,77,451,34,391,closed
1437622412457.999872,0.017101,2,2,45,0,0,0,40,636,3,17,6,70,426,69,493,closed
1437677666292,0.019574,1,14,30,0,0,0,68,1147,3,26,65,143,782,21,178,closed
1437623159423.000064,0.216884,2,53,105,43,1,0,27,1702,5,59,47,348,1097,16,256,closed
1437677632614.000128,0.239312,1,51,75,4,0,0,57,677,4,12,37,40,503,19,0,closed
1437721838484.999936,0.404695,2,257,240,5,0,0,52,538,2,14,31,43,379,26,0,closed
1437587315508.999936,0.027343,0,9,0,0,0,0,25,859,3,28,40,140,545,31,292,closed
1437598581548,0.008871,3,-8,15,0,0,0,35,597,2,13,40,74,377,30,124,closed
1437741855475.000064,0.398997,0,99,195,1,0,0,78,2754,4,89,112,411,1678,73,1484,closed
1437653574169.999872,0.030158,0,36,15,2,1,1,40,1747,5,99,26,222,907,31,1259,closed
1437678526016,0.030068,1,24,60,0,0,0,77,602,4,9,41,33,444,25,0,closed
1437586323707.000064,0.052365,1,8,15,5,0,0,58,323,4,5,14,45,227,12,35,closed
1437588723201.999872,0.018312,2,1,45,0,0,0,65,6258,2,277,172,777,3122,128,5545,closed
1437640617296.999936,0.08645,4,6,30,0,0,0,30,602,2,8,32,81,394,8,59,closed
1437605935172,0.008432,2,-1,0,0,0,0,27,565,3,24,23,95,301,15,356,closed
1437607384415.000064,1.016191,0,41,60,5,0,0,34,1128,3,32,40,143,715,67,423,closed
1437592204105.999872,0.000911,0,0,0,0,0,0,27,282,2,5,14,23,190,21,0,closed
1437623512815.000064,0.10431,0,30,120,0,0,0,74,858,5,14,78,35,618,42,0,closed
1437630696687.000064,0.036301,1,35,135,2,0,0,40,342,3,8,18,47,229,15,57,closed
1437702599900.999936,0.652777,4,12,60,2,0,0,43,562,4,16,17,61,275,26,287,closed
1437756109038.000128,0.652146,0,385,150,1,0,0,60,289,5,3,15,16,225,3,0,closed
1437582896598.000128,0.00752,6,-5,0,1,0,0,41,278,2,9,18,46,176,5,83,closed
1437633447438.000128,0.030877,4,7,60,2,0,0,40,707,2,13,33,103,475,15,338,closed
1437615776212,0.081142,2,3,0,0,0,0,52,3732,5,245,144,917,1908,176,2290,closed
1437625291920.999936,0.022441,1,12,75,2,0,0,60,254,3,5,14,20,172,10,0,closed
1437624603387.000064,0,1,-1,0,0,0,0,35,207,3,9,14,16,143,3,0,closed
1437596168305.999872,0.001021,1,-5,0,1,0,0,60,69,2,1,1,7,53,1,0,closed
1437627392430.000128,0.975618,0,91,180,3,1,0,86,1271,3,47,31,278,743,36,668,closed
1437595582881.999872,0.024343,2,3,0,0,0,0,44,266,1,4,18,37,166,25,46,closed
1437601313700,0.001932,2,-4,0,0,0,0,29,509,2,25,22,95,331,14,130,closed
1437654652476.999936,0.013808,2,-5,0,0,0,0,50,92,3,2,10,8,66,2,0,closed
1437624227087.000064,0.02808,1,40,15,3,0,0,34,411,3,12,27,73,269,9,120,closed
1437641014241.999872,0.019986,1,6,45,2,0,0,72,324,3,9,19,19,244,3,0,closed
1437653023808.999936,0.009919,1,17,0,0,0,0,46,969,3,13,81,70,701,24,0,closed
1437592290609.999872,0.261455,1,20,135,0,0,0,28,445,3,5,28,24,341,7,0,closed
1437638823531.000064,0.105481,3,9,30,0,0,0,27,266,4,4,22,18,196,8,0,closed
1437616717697.999872,0.019159,3,9,0,1,0,0,29,187,3,4,5,31,105,3,0,closed
1437595391027.000064,0.003103,0,0,0,0,0,0,38,1587,2,53,62,197,917,37,862,closed
1437586711227.000064,0.008644,1,1,0,0,1,0,54,479,3,10,27,50,346,11,0,closed
1437627597279.000064,0.019094,2,19,30,2,0,0,92,694,1,22,28,75,456,23,337,closed
1437743694560,0.213107,2,90,75,3,0,0,47,256,3,2,15,19,186,14,0,closed
1437592494543.000064,0.011786,2,-4,15,0,0,0,38,493,1,20,31,76,329,11,127,closed
1437613942875.000064,0.001021,1,-4,0,0,0,0,36,434,3,18,13,60,263,8,68,closed
1437589235864,0.05795,2,-4,0,0,0,0,60,388,1,14,11,64,247,17,138,closed
1437696099832,0.205275,1,101,315,1,0,0,26,283,2,3,33,10,196,19,0,closed
1437586817536.999936,0.021453,2,8,15,0,0,0,36,243,2,7,9,34,165,11,0,closed
1437600786052.999936,0.048355,5,19,30,2,0,0,31,367,1,6,22,27,271,15,7,closed
1437697491328.999936,0.115306,1,29,15,2,1,0,56,363,2,7,20,34,275,4,0,closed
1437594873620,0,0,0,0,0,1,0,62,240,3,5,8,46,161,2,0,closed
1437592625310.000128,0.008644,3,-4,0,0,0,0,46,296,3,2,30,10,223,6,0,closed
1437642946068,0.029707,2,29,15,6,0,0,34,2267,2,47,152,122,1651,89,0,closed
1437598998471.000064,0.008479,6,-7,0,0,0,0,44,503,2,14,33,82,333,8,157,closed
1437588836467.000064,0.028348,5,2,0,2,0,0,69,279,3,1,10,34,112,90,195,closed
1437595114400.999936,0.007354,0,3,0,0,0,0,19,292,4,7,18,48,181,13,0,closed
1437611889611.000064,0.094474,1,43,15,1,0,0,62,220,3,3,16,18,156,4,0,closed
1437586437879.000064,0.002785,0,2,0,0,0,0,40,578,3,9,44,26,424,17,0,closed
1437609585143.000064,0.03519,5,-3,0,1,0,0,31,700,4,17,39,100,484,22,0,closed
1437698804753.999872,0.037853,0,22,105,1,0,0,41,356,4,16,30,32,240,18,0,closed
1437631601102.000128,0.001874,1,-1,0,0,0,0,50,901,5,32,30,131,586,40,343,closed
1437594442276,0.100454,1,40,135,5,1,0,46,716,3,23,17,144,498,10,0,closed
1437640525264,0.031545,1,5,15,5,0,0,48,592,1,7,56,29,438,11,0,closed
1437591371996.999936,0.011787,2,8,0,0,0,0,33,1255,4,53,42,189,755,71,614,closed
1437579247688.999936,0.085867,2,26,60,4,0,0,46,520,2,13,19,70,351,34,237,closed
1437614000712,0.025341,1,1,45,0,0,0,72,1747,2,38,30,313,985,94,1040,closed
1437589414585.999872,0.01036,1,2,0,0,1,1,43,724,4,16,43,50,532,20,0,closed
1437680646868,0.003608,0,2,0,0,0,0,79,370,2,6,26,27,267,11,0,closed
1437673488054.000128,0.220137,4,34,45,0,1,0,42,470,5,12,30,39,356,2,0,closed
1437681702963.000064,0.057143,0,24,30,1,0,0,38,191,2,5,18,17,135,6,0,closed
1437582841532,0.006275,1,1,0,1,0,0,65,4999,4,156,238,449,1946,111,4465,closed
1437589714120.999936,0.007063,4,-2,0,0,0,0,49,194,3,3,20,8,144,4,0,closed
1437628376847.000064,0.150226,0,70,210,7,0,0,70,1116,5,62,42,159,716,25,581,closed
1437661709044,0.490646,4,119,135,0,0,0,52,706,3,31,18,125,369,22,466,closed
1437671483048,0.057886,0,21,15,1,0,0,40,175,3,3,14,9,121,5,0,closed
1437585366020,0.016005,0,18,30,10,0,0,39,163,2,2,16,8,123,2,0,closed
1437688226700,0.970687,3,75,225,0,0,0,30,654,3,14,41,108,433,29,158,closed
1437663988528.999936,0.147352,0,11,15,0,0,0,41,552,4,13,16,34,352,78,0,closed
1437587284231.000064,0.01658,1,-1,0,0,0,0,38,64,2,0,3,6,48,1,0,closed
1437664051096.999936,0.787417,1,558,225,4,0,0,17,259,3,3,16,17,193,5,0,closed
1437578134460.999936,0.219211,0,23,180,6,0,0,60,348,4,6,26,39,243,10,78,closed
1437637258020.999936,0.010681,3,7,15,5,0,0,38,882,4,20,49,122,584,15,311,closed
1437632827478.000128,0.629386,1,115,150,0,0,0,22,239,4,4,18,25,161,12,0,closed
1437576474598.000128,0.001932,1,-1,0,0,0,0,28,2798,5,91,105,351,1520,126,2174,closed
1437622876969.999872,0.280779,1,80,180,4,0,0,40,504,2,16,17,91,328,8,135,closed
1437629171252,0.550961,6,256,135,1,1,0,59,879,1,28,26,184,568,34,310,closed
1437632641588,0.023825,1,8,0,1,0,0,29,92,3,1,8,7,66,3,0,closed
1437581031087.000064,0.263911,1,16,15,0,0,0,46,557,2,9,25,48,413,2,73,closed
1437648097884.999936,0.017311,2,2,0,0,0,0,50,777,4,29,36,111,534,20,272,closed
1437594671563.000064,0.012025,1,2,15,0,1,0,27,6054,3,284,141,567,4306,118,4749,closed
1437682831550.000128,0.052883,2,34,15,0,0,0,76,427,4,3,32,12,338,6,0,closed
1437712101740,0.020832,3,8,60,0,0,0,45,685,4,12,58,36,513,11,0,closed
1437596854048.999936,0.025267,0,10,15,0,0,0,44,785,4,31,24,125,468,33,543,closed
1437596641543.000064,0.00403,0,3,15,0,0,0,45,475,2,8,24,35,365,5,0,closed
1437587081668,0,0,0,0,0,1,0,61,361,4,14,10,50,264,3,0,closed
1437676100496,0.18209,0,167,15,1,0,0,44,166,2,3,8,17,123,2,0,closed
1437583634569.999872,0,1,-1,0,0,0,0,33,317,3,5,32,12,233,9,0,closed
1437733200177.999872,0.052636,0,44,180,3,0,0,74,629,5,17,27,92,408,30,143,closed
1437577636076,0.07172,1,-4,15,0,0,0,46,631,2,13,17,99,442,26,272,closed
1437578450468.999936,0.001764,0,1,0,0,0,0,75,2111,4,147,53,460,1216,88,1318,closed
1437631190084,0.010673,0,14,15,0,0,0,88,694,4,9,40,68,493,12,0,closed
1437591967897.999872,0.004989,1,0,0,0,0,0,66,1607,2,42,58,224,975,95,1006,closed
1437618104886.000128,0.573702,3,43,120,3,0,0,41,767,2,21,32,156,495,20,309,closed
1437591113542.000128,0.001874,1,-3,0,0,0,0,37,1288,1,58,37,193,614,72,1035,closed
1437612113944.999936,0.679712,0,46,165,1,0,0,82,745,3,8,51,44,564,13,28,closed
1437583099806.000128,0.003247,0,2,0,0,0,0,42,1721,3,45,90,134,854,75,906,closed
1437675610552.999936,0.05867,1,37,120,0,0,0,38,266,4,6,27,17,193,5,0,closed
1437585290812.999936,0.00752,1,2,30,1,0,0,68,638,3,26,40,91,374,15,330,closed
1437699210627.000064,0.073376,0,63,15,2,0,0,55,266,2,14,11,55,162,10,72,closed
1437583555900,0.013502,1,7,15,0,0,0,73,547,4,15,11,70,352,21,367,closed
1437655174704.999936,0.289105,1,100,150,1,1,0,69,1350,4,29,52,111,1009,31,695,closed
1437698191928,23.492953,2,597,150,5,0,0,45,685,3,17,13,185,417,13,274,closed
1437715199320.999936,0.271478,4,57,150,3,0,0,27,1549,3,30,112,79,1129,61,0,closed
1437589595135.000064,0.103405,4,30,0,10,0,0,29,645,4,36,26,123,338,26,394,closed
1437580180923.000064,0.107688,2,9,90,3,0,0,42,2747,2,133,49,219,1798,436,0,closed
1437589500977.999872,0.003666,1,-7,0,0,0,0,32,2637,2,88,79,280,1373,200,2246,closed
1437607068943.000064,0.005422,2,-4,30,0,0,0,38,303,1,5,20,18,228,4,12,closed
1437587737819.000064,0.003846,4,-13,0,0,0,0,41,527,3,12,42,29,386,10,0,closed
1437633383592.999936,0.018437,3,18,15,11,0,0,60,49,1,1,4,7,34,1,0,closed
1437582214409.999872,0.001021,0,0,0,0,0,0,49,487,2,10,29,33,368,7,0,closed
1437585125286.000128,0.006275,1,1,0,0,0,0,44,858,2,21,47,56,614,13,0,closed
1437578113582.000128,0.001734,0,0,0,0,1,0,31,955,5,18,69,96,673,29,8,closed
1437604993708,0.004,2,-1,30,0,0,0,89,132,2,3,5,16,92,8,0,closed
1437588229244.999936,0.080808,6,29,165,6,1,0,33,1190,3,24,56,193,806,15,309,closed
1437602837443.000064,0.000853,0,1,0,0,0,0,28,802,4,18,44,114,522,52,190,closed
1437651268131.000064,0.002755,0,0,0,0,0,0,32,107,3,1,11,7,66,14,0,closed
1437621024463.000064,0.073144,0,8,30,0,0,0,26,1449,2,23,105,71,1073,40,0,closed
1437693217000.999936,0.078531,3,20,60,2,0,0,45,1663,4,31,117,45,1298,21,0,closed
1437609788999.000064,0.251944,2,99,150,6,0,0,45,197,3,4,9,26,132,4,112,closed
1437672089740,0.2535,0,321,30,4,0,0,56,394,3,8,15,58,261,8,137,closed
1437586101427.000064,0.006601,0,1,0,0,0,0,19,323,3,13,17,48,196,26,105,closed
1437633323478.000128,0.001734,0,0,0,0,0,0,33,636,5,17,34,79,426,23,83,closed
1437585632099.000064,0.004655,0,2,15,0,0,0,34,4974,5,347,41,838,3045,128,4699,closed
1437600099656.999936,0.063252,1,4,0,2,0,0,36,321,1,6,23,26,237,6,0,closed
1437614708929.999872,0.069424,0,53,60,4,0,0,55,363,3,6,22,36,246,25,0,closed
1437600028753.999872,0.005383,1,-3,0,1,0,0,44,186,3,2,11,9,144,4,0,closed
1437620166798.000128,0.086397,2,49,135,6,0,0,37,778,2,30,23,168,484,6,367,closed
1437633903156.999936,0.020544,1,32,0,0,1,0,28,523,3,24,11,111,329,5,288,closed
1437589061696.999936,0.001315,2,-7,0,0,0,0,44,177,2,2,10,10,135,3,0,closed
1437592849988,0.000911,1,-5,0,0,0,0,25,1006,2,44,51,142,605,16,444,closed
1437583387470.000128,0.001874,2,-5,0,0,0,0,51,522,2,11,20,55,361,24,285,closed
1437594980140,0.00407,0,0,0,0,0,0,63,102,4,1,10,8,69,6,0,closed
1437734407976.999936,0.052636,0,44,180,3,0,0,74,629,5,17,27,92,408,30,143,closed
1437594378246.000128,0.005927,2,-1,0,0,0,0,67,362,5,7,16,21,252,11,0,closed
1437673097422.000128,1.556671,2,105,255,7,1,0,46,558,3,6,23,66,392,28,38,closed
1437590736168.999936,0.00797,2,0,0,0,0,0,51,433,3,7,12,80,270,4,194,closed
1437604781721.999872,0.006891,0,2,0,0,0,0,86,438,3,9,27,48,282,36,0,closed
1437585408464.999936,0.080043,4,-3,0,1,0,0,56,578,3,9,42,27,428,8,0,closed
1437589186871.000064,0.003058,0,6,0,0,0,0,65,1105,4,21,32,131,779,76,263,closed
1437596066752.999936,0.59842,6,25,120,10,0,0,52,1076,4,19,58,120,706,70,505,closed
1437599226580,0.067797,3,42,105,3,0,0,23,660,4,6,50,47,480,17,17,closed
1437581323259.000064,0.001932,0,0,0,0,0,0,44,975,4,37,25,232,544,28,616,closed
1437584471096,0.118975,3,37,90,4,0,0,42,577,3,12,11,75,330,9,264,closed
1437604607969.999872,0.022397,3,-1,0,0,0,0,54,1161,5,18,89,98,827,35,0,closed
1437623575116.999936,0.079727,3,82,90,2,1,0,83,531,5,15,12,89,380,14,0,closed
1437629170196.999936,0.050378,2,14,0,3,1,0,56,747,5,29,27,139,460,15,297,closed
1437611219390.000128,0.013502,1,2,15,3,0,0,54,272,3,5,18,35,190,3,45,closed
1437630476783.000064,0.018139,1,8,0,0,0,0,36,548,2,18,43,93,325,5,174,closed
1437623005336,0.010915,1,6,0,0,0,0,87,98,4,2,5,8,70,5,0,closed
1437600475329.999872,0.004224,1,0,0,0,0,0,40,518,5,7,29,14,403,13,0,closed
1437603926144,0.004867,0,1,0,0,0,0,65,290,4,13,21,41,187,11,0,closed
1437685155239.000064,0.120752,0,65,120,1,0,0,42,1071,3,28,42,124,730,72,401,closed
1437619453275.000064,0.006737,1,-1,0,0,0,0,47,462,2,14,23,100,272,20,101,closed
1437589418238.000128,1.762675,4,56,150,1,0,0,51,2257,4,142,74,310,1404,46,1596,closed
1437583926628,0.001021,0,0,0,0,0,0,134,1518,3,47,41,179,788,107,1362,closed
1437586010520,0.005748,2,-5,15,0,1,0,47,207,2,5,8,40,139,3,0,closed
1437580477855.000064,0.004867,0,2,0,0,0,0,32,415,1,11,27,23,304,8,0,closed
1437588607740.999936,0.001021,1,-1,0,0,0,0,27,397,4,4,37,12,307,4,0,closed
1437642991193.999872,0.004925,1,1,0,0,0,0,65,185,2,4,8,9,143,3,0,closed
1437620880527.000064,0.015852,1,2,15,0,0,0,65,4563,2,102,105,398,1386,193,4213,closed
1437600012614.000128,0.001874,0,1,0,0,0,0,41,406,4,17,6,125,226,5,84,closed
1437667585259.000064,0.014458,1,4,0,1,0,0,82,128,2,2,5,7,100,2,0,closed
1437630299396.999936,0.024567,2,4,30,0,0,0,30,445,3,7,28,28,331,8,0,closed
1437598571982.000128,0.030175,2,31,0,1,1,0,79,6320,2,301,18,909,2274,36,5886,closed
1437592263140,0.002645,2,-4,0,0,0,0,19,270,1,3,8,41,164,16,34,closed
1437657235233.999872,0.03898,2,4,30,3,0,0,46,346,4,7,36,17,256,5,0,closed
1437581811660,0,1,-3,0,0,1,0,85,326,2,17,23,41,232,4,0,closed
1437598133782.000128,0.015284,1,0,15,0,0,0,40,185,5,3,12,15,135,2,0,closed
1437606795423.000064,0.009436,5,3,15,2,0,0,53,4612,1,296,13,609,399,143,0,closed
1437579940387.000064,0,1,-4,0,0,0,0,30,846,3,28,22,159,403,41,638,closed
1437588699888.999936,0,1,-5,0,0,0,0,21,800,3,8,29,77,294,164,400,closed
1437593878368,0.007443,1,-1,0,0,1,0,39,230,3,9,7,44,163,2,0,closed
1437609559249.999872,0.004925,1,0,0,0,0,0,85,1816,4,140,22,322,974,16,1582,closed
1437589414432.999936,0.03902,1,-1,0,0,1,0,52,255,5,9,17,40,168,8,0,closed
1437677088796,0.22112,1,21,135,13,0,0,59,1682,5,55,86,108,916,48,537,closed
1437755713207.000064,0.117714,1,70,60,1,0,0,36,2487,5,131,49,375,1669,124,1928,not_closed
1437679675280.999936,0.004725,0,0,0,0,1,0,58,3073,1,159,124,444,1485,117,2210,not_closed
1437693989782.000128,0.050584,3,15,255,0,2,0,23,3462,4,169,67,568,1900,119,2231,not_closed
1437764459943.000064,0.132694,0,62,150,2,4,0,70,2306,5,29,153,189,1701,38,69,not_closed
1437683837823.000064,0.030967,2,10,0,1,0,0,47,163,2,5,8,28,113,2,41,not_closed
1437679663009.999872,0.002586,1,1,0,0,0,0,27,370,5,17,8,63,224,27,191,not_closed
1437734940748,0.012332,0,13,0,0,1,0,51,584,5,17,38,62,407,16,10,not_closed
1437665777444.999936,0.000853,0,3,0,0,0,0,71,1027,4,41,36,193,648,28,438,not_closed
1437755732115.000064,0.005578,0,4,0,0,0,0,28,559,3,15,41,16,416,30,0,not_closed
1437675757988.999936,0.001314,0,2,0,0,0,0,57,863,3,17,41,126,557,30,341,not_closed
1437715235691.000064,0.026419,1,8,120,1,0,0,50,390,2,9,20,56,278,4,49,not_closed
1437793525400.999936,0.164195,0,45,90,0,0,0,54,1535,4,33,63,181,928,43,636,not_closed
1437748454276,0.151814,1,56,165,3,0,0,45,10649,2,646,140,1491,6240,537,10515,not_closed
1437799654831.000064,0.079311,0,39,75,6,0,0,75,424,3,9,8,56,296,32,212,not_closed
1437835134999.000064,0.149976,0,180,60,2,0,0,30,323,2,6,23,23,237,8,0,not_closed
1437678983415.000064,0.004517,0,1,0,0,0,0,20,313,1,8,16,30,223,10,0,not_closed
1437788084879.000064,0.031144,0,25,30,1,1,0,59,987,3,39,27,168,648,20,308,not_closed
1437779226659.000064,0.316571,2,78,150,0,0,0,36,1117,2,60,41,158,683,51,634,not_closed
1437672394787.000064,0.005435,0,3,15,0,0,0,37,750,1,33,25,130,482,8,395,not_closed
1437738152116.999936,0.028815,0,13,15,2,1,1,27,970,5,25,35,112,662,58,207,not_closed
1437673246296,0.005704,0,0,0,0,0,0,47,233,3,5,10,23,156,6,0,not_closed
1437833161928,1001.735572,1,236,195,1,0,0,32,947,4,17,18,112,554,36,548,not_closed
1437710984310.000128,0.163702,3,66,150,7,1,1,38,1271,2,16,40,165,907,34,0,not_closed
1437756605880.999936,0.124098,4,14,105,1,0,0,41,3701,3,197,46,521,2155,211,3150,not_closed
1437677678504.999936,0.001873,0,1,0,0,0,0,42,376,2,3,18,39,278,17,58,not_closed
1437726912832,0.140305,1,77,90,2,0,0,100,4548,5,122,91,421,2792,426,3674,not_closed
1437762003532,0.034516,1,29,45,2,0,0,38,1200,3,40,24,183,771,31,930,not_closed
1437765054356,0.545272,1,301,15,7,0,0,70,940,4,12,51,58,708,26,0,not_closed
1437748319636,0.374168,3,82,135,0,0,0,59,1376,4,63,41,248,912,52,600,not_closed
1437698547214.000128,0.080287,1,10,0,3,0,0,60,290,1,10,23,14,198,10,0,not_closed
1437673977348.999936,0.001763,0,2,0,0,0,0,87,1006,2,40,41,189,614,15,521,not_closed
1437764603660.999936,0.107363,3,34,15,2,0,0,98,1071,3,30,73,100,750,42,299,not_closed
1437679902352.999936,0.013023,3,2,15,1,0,0,62,113,3,1,6,8,80,5,0,not_closed
1437691589966.000128,0.005708,0,3,15,0,0,0,39,578,3,9,37,30,439,10,10,not_closed
1437721721740,0.03997,0,39,45,1,0,0,43,3135,3,153,142,374,1492,96,2048,not_closed
1437716295756,0.004923,0,6,0,0,0,0,31,228,1,4,24,24,153,8,0,not_closed
1437708725412.999936,0.164609,1,15,0,1,0,0,46,331,2,4,28,31,235,8,18,not_closed
1437671528145.999872,0.011818,0,4,0,0,0,0,58,192,2,9,8,32,129,9,55,not_closed
1437807809807.000064,0.870053,3,123,180,0,0,0,37,516,3,14,23,81,337,27,196,not_closed
1437764820340.999936,0.115382,1,64,135,5,0,0,42,735,1,11,37,74,527,26,78,not_closed
1437759060980,0.262861,0,96,135,11,0,0,63,1713,3,37,98,133,1279,36,75,not_closed
1437670564784.999936,0.021149,2,18,0,0,0,0,28,5121,2,331,92,662,3107,316,4750,not_closed
1437683241319.000064,0.002644,0,0,0,0,0,0,63,906,3,20,39,56,649,71,160,not_closed
1437789246848,159.171197,0,754,165,8,0,0,68,4011,4,203,94,451,2618,242,3469,not_closed
1437678990552,0.137546,1,0,0,0,0,0,26,650,3,17,58,24,467,29,0,not_closed
1437678582707.000064,0.020504,1,-1,0,1,0,0,51,3406,3,129,88,456,1918,203,3093,not_closed
1437680871700.999936,0.010371,1,0,0,0,0,0,19,1131,3,53,47,172,562,49,654,not_closed
1437824491550.000128,0.523958,1,88,120,1,0,0,93,1054,4,35,44,114,735,61,443,not_closed
1437669334337.999872,0.002586,0,1,0,0,0,0,146,16809,5,1459,194,2093,10978,1078,16434,not_closed
1437762384219.000064,0.354844,4,33,225,5,0,0,35,2218,4,120,50,438,1066,77,1958,not_closed
1437725994352,0.013022,2,13,60,2,0,0,31,358,1,5,13,53,248,13,0,not_closed
1437788658974.000128,0.429216,4,200,240,2,1,0,31,2555,3,119,56,314,1547,64,1793,not_closed
1437768758212,1.050069,1,155,120,9,0,0,77,1185,5,31,38,147,710,32,603,not_closed
1437721073668,0.032931,2,25,105,6,0,0,57,1491,3,129,17,296,837,28,1124,not_closed
1437675439444,0.001931,0,0,0,0,2,0,43,1984,5,78,44,379,1182,42,1218,not_closed
1437696285880.999936,0.002586,0,1,0,0,0,0,70,2106,2,55,51,288,1378,15,1419,not_closed
1437783564307.000064,0.269548,1,98,165,4,0,0,45,687,1,19,53,74,490,12,121,not_closed
1437676883707.000064,0.181109,2,57,225,4,0,0,58,1173,5,29,33,173,842,15,537,not_closed
1437838909321.999872,0.027101,0,77,105,1,0,0,48,5387,4,107,160,762,3057,101,4379,not_closed
1437771201679.000064,0.091279,1,67,75,63,0,0,34,857,5,17,32,118,555,24,221,not_closed
1437792973868.999936,2.589362,1,458,165,4,0,0,28,882,5,41,31,113,581,12,424,not_closed
1437722938348,0.017877,2,11,225,0,1,0,65,1746,3,35,86,150,1129,101,901,not_closed
1437703509868,0.036942,3,21,60,0,2,0,47,1153,2,39,22,179,729,104,414,not_closed
1437699648592.999936,1.658161,3,40,135,5,0,0,52,1099,5,42,26,137,702,38,765,not_closed
1437674923857.999872,46.4924,0,66,165,0,1,0,38,662,2,14,37,93,425,29,153,not_closed
1437691816815.000064,0.007169,1,3,0,1,0,0,48,3312,3,119,86,361,1900,194,2786,not_closed
1437774458332.999936,0.057603,0,37,15,1,0,0,34,1668,3,72,102,296,1057,12,500,not_closed
1437753854280.999936,0.105625,0,24,45,2,0,0,48,1389,3,43,71,164,948,64,302,not_closed
1437706251633.999872,0.030426,0,20,90,2,2,0,56,973,5,33,35,155,537,5,433,not_closed
1437792156188.999936,0.066355,2,15,210,0,0,0,30,22872,2,1099,388,3240,11055,2547,22264,not_closed
1437720694235.000064,0.007169,0,8,0,0,0,0,58,652,5,26,36,137,406,16,278,not_closed
1437797920668.999936,0.752205,0,298,195,2,1,0,38,2766,3,97,55,394,1859,120,1715,not_closed
1437717662792,0.01503,0,10,30,0,0,0,97,4663,5,193,87,623,2753,258,3660,not_closed
1437854951648,0.076553,0,123,75,2,0,0,48,2073,4,70,30,281,1393,104,1395,not_closed
1437725846791.000064,0.020313,1,17,45,2,1,0,88,592,3,14,26,61,414,42,0,not_closed
